0.034154523,-0.055821776,-0.04536761,0.015356693,-0.004982481,-0.09400679,0.019517723,-0.010378923,0.05775418,-0.01948366,0.02303186,0.013262643,-0.07792155,-0.024360135,0.0631342,-0.030574953,0.02357833,0.021727026,-0.00026522006,-0.005008446,-0.00399628,-0.017865716,0.031471245,-0.017440286,0.03437878
0.018343814,-0.02664275,0.0764322,0.06406375,0.0039554406,-0.030319149,-0.012006688,0.043070614,-0.01703123,-0.088425316,-0.037032302,0.01908623,0.021860022,-0.061627354,-0.07038214,-0.052915283,0.035793435,0.053225335,0.06262409,-0.0129965525,-0.0022506206,-0.07827428,-0.023251375,0.010471727,-0.05014111
0.058527023,0.004175979,0.05235823,0.04275932,-0.070118845,-0.06918589,0.0033064294,0.0027689121,-0.007834573,-0.0024555225,-0.070497304,0.043430194,-0.05351746,-0.028072346,0.05213569,-0.064432636,-0.015068219,0.018837364,0.04163959,-0.056809966,0.041840315,-0.011683888,-0.09577829,0.051842943,-0.043443244
0.07183818,0.012239206,0.024689471,0.0024051883,0.03939662,-0.06386155,-0.07348872,0.0753909,-0.009450005,-0.0106848115,0.004754864,-0.028145537,-0.064664595,-0.041993186,0.008683081,0.049750406,0.0055674426,-0.0033305536,-0.07217359,0.09761531,0.03553483,0.08944029,0.08650639,-0.04143461,-0.08408764
0.01844561,0.05082542,-0.01196242,0.025001232,-0.012289727,-0.0011861898,0.031788763,3.1518346e-06,-0.07187127,0.016231863,-0.07852029,0.07894635,-0.033751346,0.097155765,0.08992026,0.04092608,-0.027416853,0.070174165,0.0033348536,-0.030408902,-0.004396533,0.03388811,0.003583829,-0.0719438,-0.004809379
0.0021655427,0.054237258,0.0031577544,0.058468763,-0.010353742,-0.010665283,0.023246024,-0.025643451,0.050665844,-0.010963466,0.09974044,-0.024222171,0.07221249,0.04994652,0.05218475,-0.091555715,0.05221841,-0.042964973,-0.023723919,0.02296609,-0.07068955,-0.016015487,0.009039057,0.02976605,-0.011029119
0.06447729,0.021617569,-0.011539588,0.009429574,-0.022125233,-0.08800465,-0.028484454,-0.06249004,-0.071119554,-0.044419322,0.008537843,0.029366216,0.09717863,-0.00031275587,-0.053736903,0.017214464,0.06122805,-0.02256083,0.02698796,0.011388931,0.012222506,-0.059320495,0.005493379,-0.031777967,0.008712192
0.02816772,0.04255342,-0.004594893,0.031726997,-0.0031432235,-0.01261385,0.031071864,-0.034400444,0.0035923836,-0.008453355,-0.007872943,-0.0809897,0.034137506,-0.05188117,-0.018033102,-0.011165306,0.047611758,-0.0004927006,0.060323186,0.07487768,0.03647373,0.031070156,0.01155526,-0.01048293,-0.04972658
0.007349102,0.012742738,0.04735805,-0.0069056484,0.005796434,0.04665154,0.0891984,0.012918988,0.02395338,0.049203686,0.028897543,-0.029354211,-0.08027544,-0.023869714,0.04337246,-0.011444303,0.05011242,-0.03658994,-0.055776183,0.044554394,0.044535402,-0.09474218,0.06887248,0.04325646,0.013252199
0.052859347,0.026539462,0.033743154,-0.016489513,-0.0069984044,-0.023519374,-0.030134728,0.028251944,-0.033177417,0.020724848,0.025365563,0.07085085,0.07203036,0.050416127,-0.034012467,-0.061911263,-0.040572837,-0.020228691,0.010696031,-0.010683078,-0.031808738,0.08506177,0.08902774,-0.042128406,-0.011877125
-0.025949892,-0.043782774,0.07957188,-0.017584365,-0.06640784,-0.006332581,-0.08778843,-0.045772836,0.03430527,0.07963349,0.06880547,-0.013319858,-0.02848706,0.037523463,0.022447582,0.022745762,-0.054002173,0.031816896,-0.0822218,0.082874514,-0.023981305,0.09338638,-0.011381627,-0.0530339,-0.0066173854
-0.0305947,-0.09441749,0.01715844,-0.02456349,0.061729133,-0.052481122,0.04912928,-0.06886963,-0.00321033,0.015713641,-0.001438233,0.020611027,0.04248357,0.034639444,-0.04079155,-0.05346673,0.022973733,-0.015814815,-0.07850818,0.016732056,-0.03736971,-0.062223565,-0.019102894,0.024504349,0.029589474
-0.07740192,0.032705303,0.06194816,-0.081114896,-0.023428004,-0.04830441,-0.04242155,-0.090941906,-0.054467488,-0.022076225,-0.01648045,0.041707672,0.074932076,0.020019077,-0.02515796,0.006671762,0.009069201,0.057515778,-0.004157107,-0.06410042,0.07257989,0.04984909,-0.03249731,0.012984871,-0.049246144
